run_id,segment_km,segment_distance_km,cum_distance_km,elevation_gain_m,prev_km_elevation_gain,cum_elevation_gain_m,elevation_loss_m,prev_km_elevation_loss,cum_elevation_loss_m,uphill_gradient,downhill_gradient,cum_dist_elev_gain,cum_dist_elev_loss,cum_dist_prev_elev_gain,cum_dist_prev_elev_loss,cum_dist_up_grad,cum_dist_down_grad,avg_pace_min/km
1,1.0,0.9941212139745232,1.0,38.80000000000001,0.0,38.80000000000001,19.200000000000045,0.0,19.200000000000045,39.02944576031787,19.31354017005425,38.80000000000001,19.200000000000045,0.0,0.0,39.02944576031787,19.31354017005425,6.4713771750355225
1,2.0,0.9982248490247032,2.0,29.00000000000012,38.80000000000001,67.80000000000013,32.600000000000136,19.200000000000045,51.80000000000018,29.05157092446058,32.65797283232465,58.00000000000024,65.20000000000027,77.60000000000002,38.40000000000009,58.10314184892116,65.3159456646493,5.8437067951500925
1,3.0,0.9837735282460572,3.0,23.000000000000227,29.00000000000012,90.80000000000037,28.80000000000024,32.600000000000136,80.60000000000042,23.37936459929583,29.275030454770384,69.00000000000068,86.40000000000072,87.00000000000037,97.80000000000041,70.13809379788749,87.82509136431115,6.1328478151775405
1,4.0,0.9948967176007076,4.0,38.39999999999992,23.000000000000227,129.20000000000027,23.59999999999985,28.80000000000024,104.20000000000029,38.5969712440155,23.72105524371776,153.59999999999968,94.3999999999994,92.00000000000092,115.20000000000095,154.387884976062,94.88422097487104,5.59522065776962
1,5.0,0.9859054777432928,5.0,33.00000000000017,38.39999999999992,162.20000000000044,39.60000000000019,23.59999999999985,143.80000000000047,33.471768587325585,40.16612230479069,165.00000000000085,198.00000000000097,191.9999999999996,117.99999999999925,167.35884293662792,200.83061152395345,6.981737589174442
1,6.0,0.9837381261583324,6.0,29.200000000000102,33.00000000000017,191.4000000000005,40.800000000000125,39.60000000000019,184.6000000000006,29.68269626189152,41.47445231113608,175.2000000000006,244.80000000000075,198.00000000000105,237.60000000000116,178.0961775713491,248.84671386681651,6.099184163402345
1,7.0,0.9911345670498956,7.0,43.19999999999999,29.200000000000102,234.6000000000005,33.99999999999994,40.800000000000125,218.6000000000005,43.58641241681688,34.304120883605826,302.3999999999999,237.9999999999996,204.40000000000072,285.6000000000009,305.10488691771815,240.12884618524077,7.466191015843633
1,8.0,0.9981070045214216,8.0,84.80000000000024,43.19999999999999,319.4000000000008,25.000000000000284,33.99999999999994,243.6000000000008,84.9608304679323,25.047414642668933,678.4000000000019,200.00000000000227,345.5999999999999,271.99999999999955,679.6866437434584,200.37931714135146,8.299043384937546
1,9.0,0.9806978787447154,9.0,24.399999999999977,84.80000000000024,343.80000000000075,20.399999999999977,25.000000000000284,264.0000000000008,24.88024143707924,20.801513332640013,219.5999999999998,183.5999999999998,763.2000000000021,225.00000000000256,223.9221729337132,187.21361999376012,6.474980865797266
1,10.0,0.9920745620020756,10.0,11.399999999999864,24.399999999999977,355.2000000000006,86.39999999999992,20.399999999999977,350.4000000000007,11.491071776897362,87.09022820385466,113.99999999999864,863.9999999999992,243.99999999999977,203.99999999999977,114.91071776897364,870.9022820385467,6.833424432609888
1,11.0,0.9794762598666704,11.0,17.799999999999955,11.399999999999864,373.00000000000057,16.0,86.39999999999992,366.4000000000007,18.17297746698113,16.33526064447746,195.7999999999995,176.0,125.3999999999985,950.3999999999992,199.90275213679243,179.68786708925208,8.439884666313356
1,12.0,0.9866393014075996,12.0,22.19999999999999,17.799999999999955,395.20000000000056,14.799999999999956,16.0,381.2000000000007,22.5006240561552,15.00041603743676,266.39999999999986,177.59999999999948,213.59999999999943,192.0,270.0074886738623,180.00499244924112,4.442690785862477
1,13.0,0.7323822368850905,13.0,12.999999999999943,22.19999999999999,408.2000000000005,12.39999999999992,14.799999999999956,393.6000000000006,17.750293965744586,16.93104962886403,168.99999999999926,161.19999999999897,288.59999999999985,192.39999999999944,230.7538215546796,220.1036451752324,4.323789555758315
2,1.0,0.996156100499072,1.0,41.39999999999998,0.0,41.39999999999998,16.199999999999932,0.0,16.199999999999932,41.55975150808058,16.262511459683644,41.39999999999998,16.199999999999932,0.0,0.0,41.55975150808058,16.262511459683644,4.416978421148663
2,2.0,0.981754142426668,2.0,16.000000000000114,41.39999999999998,57.40000000000009,11.800000000000182,16.199999999999932,28.00000000000012,16.297359296546315,12.019302481203008,32.00000000000023,23.600000000000364,82.79999999999995,32.399999999999864,32.59471859309263,24.038604962406016,4.600608718087521
