run_id,segment_km,segment_distance_km,cum_distance_km,elevation_gain_m,prev_km_elevation_gain,cum_elevation_gain_m,elevation_loss_m,cum_elevation_loss_m,uphill_gradient,downhill_gradient,cum_dist_elev_gain,cum_dist_prev_elev_gain,cum_dist_up_grad,predicted_pace
1,1,1.0552515757386962,1.0552515757386962,11.169999999999987,0.0,11.169999999999987,2.069999999999993,2.069999999999993,10.585153584993014,1.9616175399226043,11.787160101001223,0.0,11.169999999999987,6.9607725
1,2,0.9237875157138632,1.9790390914525595,8.009999999999977,11.169999999999987,19.179999999999964,2.629999999999967,4.69999999999996,8.670825123470296,2.846975040540157,15.852103122534956,22.105866651525066,17.159901874496683,6.5240097
1,3,0.917987008559787,2.8970261000123463,14.47,8.009999999999977,33.64999999999996,0.0,4.69999999999996,15.762750305913062,0.0,41.919967667178646,23.205179061098825,45.665099044207736,6.655638
1,4,0.9505962824896228,3.847622382501969,39.47999999999999,14.47,73.12999999999995,0.0,4.69999999999996,41.531826630545424,0.0,151.9041316611777,55.67509587480349,159.79878572987792,8.875622
1,5,1.0117193790335333,4.859341761535502,5.129999999999996,39.47999999999999,78.25999999999995,11.5,16.19999999999996,5.070575997961548,11.366788299523948,24.9284232366771,191.8468127454216,24.639661701934106,6.896456
1,6,1.0180420096199223,5.877383771155424,14.500000000000028,5.129999999999996,92.75999999999998,12.370000000000031,28.569999999999997,14.2430271668391,12.150775589917227,85.22206468175382,30.1509787460273,83.71173672250593,6.796818
1,7,1.0126344368644915,6.890018208019916,11.679999999999978,14.500000000000028,104.43999999999996,0.9699999999999988,29.539999999999992,11.5342709815062,0.9578975044572792,80.47541266967247,99.90526401628895,79.47133707881346,6.866119
1,8,0.9271014797881536,7.817119687808069,29.970000000000027,11.679999999999978,134.40999999999997,5.560000000000002,35.099999999999994,32.326558260750794,5.997185983642788,234.27907704360803,91.30395795359809,252.7005750191896,7.2130284
1,9,0.915364706216692,8.73248439402476,18.399999999999977,29.970000000000027,152.80999999999997,0.6099999999999852,35.70999999999998,20.10127752909472,0.6664010485188856,160.6777128500554,261.7125572889223,175.53409232278025,6.777686
1,10,0.2825818448210163,9.015066238845778,1.9499999999999889,18.399999999999977,154.75999999999993,0.0300000000000011,35.73999999999998,6.900655635662274,0.1061639328563473,17.579379165749163,165.87721879476211,62.20986764695982,6.4805813
